user_id,age,gender,device_type,ad_category,previous_clicks,page_views,session_time,time_of_day,clicked
2497,44,Female,Tablet,Electronics,3,5,386,Afternoon,0
2498,19,Female,Tablet,Fashion,5,11,408,Night,1
2499,58,Male,Mobile,Travel,18,13,229,Night,1
2500,30,Female,Desktop,Travel,8,3,526,Night,0
2501,26,Female,Mobile,Fashion,11,17,592,Afternoon,0
2502,53,Male,Desktop,Travel,14,25,351,Afternoon,0
2503,39,Female,Desktop,Travel,15,18,425,Morning,0
2504,59,Male,Desktop,Electronics,12,14,465,Morning,0
2505,43,Female,Tablet,Fashion,6,12,306,Afternoon,1
2506,29,Male,Mobile,Electronics,19,14,340,Morning,0
2507,34,Male,Mobile,Fashion,3,26,348,Night,1
2508,31,Female,Desktop,Electronics,10,18,307,Night,0
2509,31,Female,Mobile,Food,7,20,321,Afternoon,0
2510,51,Female,Tablet,Food,5,2,592,Night,1
2511,37,Female,Mobile,Fashion,9,7,64,Afternoon,0
2512,28,Male,Desktop,Food,6,15,543,Afternoon,0
2513,33,Male,Tablet,Electronics,6,28,114,Afternoon,0
2514,48,Male,Tablet,Fashion,3,10,184,Night,1
2515,23,Female,Desktop,Food,2,15,303,Afternoon,0
2516,36,Male,Mobile,Food,6,17,560,Afternoon,0
2517,54,Female,Desktop,Fashion,3,11,384,Morning,1
2518,21,Female,Mobile,Food,12,2,459,Night,0
2519,21,Male,Mobile,Food,19,27,454,Afternoon,0
2520,37,Female,Tablet,Fashion,16,21,69,Morning,0
2521,27,Male,Desktop,Food,6,18,401,Afternoon,0
2522,41,Female,Tablet,Food,16,25,399,Night,0
2523,52,Male,Desktop,Food,3,4,221,Morning,0
2524,43,Female,Desktop,Food,10,9,544,Morning,1
2525,54,Male,Tablet,Travel,2,27,249,Afternoon,1
2526,55,Male,Desktop,Fashion,10,28,497,Afternoon,0
2527,38,Female,Desktop,Travel,2,17,131,Night,0
2528,57,Female,Mobile,Travel,11,17,262,Night,1
2529,56,Male,Desktop,Electronics,0,17,150,Afternoon,0
2530,38,Female,Desktop,Travel,3,16,461,Morning,0
2531,27,Female,Tablet,Travel,13,20,162,Night,0
2532,55,Female,Tablet,Electronics,0,25,317,Night,0
2533,21,Male,Desktop,Food,13,8,569,Morning,0
2534,37,Male,Mobile,Food,12,23,326,Afternoon,0
2535,34,Female,Mobile,Travel,12,15,538,Night,0
2536,24,Female,Tablet,Electronics,14,1,305,Morning,1
2537,21,Male,Desktop,Food,16,19,354,Night,0
2538,46,Female,Desktop,Electronics,11,25,590,Morning,0
2539,31,Male,Mobile,Fashion,13,15,291,Night,0
2540,20,Female,Mobile,Fashion,11,9,217,Afternoon,0
2541,41,Female,Mobile,Fashion,17,5,561,Morning,0
2542,54,Female,Tablet,Fashion,3,16,105,Night,0
2543,33,Male,Desktop,Travel,13,28,461,Night,0
2544,21,Male,Tablet,Fashion,18,13,382,Morning,1
2545,41,Male,Desktop,Fashion,12,16,82,Morning,0
2546,51,Male,Tablet,Electronics,17,22,342,Afternoon,0
2547,47,Female,Desktop,Food,10,11,402,Morning,0
2548,35,Female,Mobile,Electronics,5,13,115,Night,1
2549,36,Male,Mobile,Travel,8,6,110,Afternoon,1
2550,48,Female,Mobile,Fashion,11,26,368,Morning,0
2551,36,Female,Tablet,Food,18,20,338,Night,0
2552,36,Male,Mobile,Food,13,17,404,Morning,0
2553,39,Female,Desktop,Fashion,14,5,44,Night,0
2554,41,Female,Tablet,Fashion,10,29,166,Night,1
2555,29,Male,Desktop,Travel,5,17,282,Afternoon,1
2556,47,Female,Tablet,Travel,13,1,405,Afternoon,0
2557,55,Female,Desktop,Fashion,2,27,216,Morning,0
2558,48,Female,Desktop,Fashion,18,5,315,Afternoon,0
2559,53,Male,Tablet,Fashion,19,5,545,Morning,0
2560,36,Male,Tablet,Fashion,10,7,471,Afternoon,0
2561,53,Female,Mobile,Food,16,16,261,Afternoon,0
2562,47,Female,Mobile,Travel,16,18,276,Morning,1
2563,50,Female,Desktop,Fashion,2,6,218,Afternoon,0
2564,35,Male,Desktop,Fashion,13,2,576,Afternoon,1
2565,45,Male,Desktop,Food,6,13,548,Afternoon,1
2566,28,Male,Tablet,Electronics,18,10,512,Afternoon,1
2567,50,Female,Tablet,Fashion,2,21,523,Morning,0
2568,34,Female,Mobile,Food,1,20,589,Night,0
2569,23,Female,Desktop,Food,16,11,157,Morning,0
2570,21,Female,Mobile,Electronics,8,26,92,Morning,1
2571,37,Female,Tablet,Travel,5,21,51,Morning,1
2572,44,Male,Tablet,Travel,8,2,165,Afternoon,0
2573,32,Female,Tablet,Travel,4,8,462,Afternoon,0
2574,23,Female,Mobile,Fashion,1,24,293,Night,0
2575,31,Female,Tablet,Travel,14,22,197,Afternoon,0
2576,28,Male,Desktop,Fashion,8,19,483,Night,1
2577,56,Female,Mobile,Fashion,18,20,516,Night,1
2578,26,Male,Tablet,Food,9,17,142,Afternoon,1
2579,43,Male,Mobile,Travel,3,16,280,Night,0
2580,33,Male,Mobile,Travel,9,25,82,Morning,0
2581,22,Male,Tablet,Travel,7,10,445,Morning,0
2582,27,Male,Tablet,Fashion,12,5,302,Morning,1
2583,20,Female,Mobile,Fashion,6,14,446,Night,1
2584,30,Female,Mobile,Travel,6,24,69,Night,0
2585,47,Male,Tablet,Fashion,3,19,336,Morning,0
2586,23,Male,Desktop,Fashion,14,4,191,Afternoon,0
2587,34,Male,Mobile,Electronics,11,20,443,Morning,1
2588,36,Female,Mobile,Electronics,15,16,528,Afternoon,0
2589,59,Female,Desktop,Travel,5,24,92,Afternoon,0
2590,52,Male,Tablet,Travel,8,15,37,Night,0
2591,43,Female,Tablet,Electronics,2,28,275,Night,1
2592,22,Female,Desktop,Fashion,7,9,292,Afternoon,0
2593,46,Male,Tablet,Fashion,6,3,406,Afternoon,0
2594,54,Male,Tablet,Food,3,23,392,Afternoon,0
2595,37,Female,Mobile,Travel,12,9,590,Night,0
2596,38,Female,Mobile,Travel,18,18,328,Morning,1
2597,27,Female,Mobile,Travel,6,4,202,Afternoon,1
2598,22,Male,Desktop,Food,9,19,236,Night,0
2599,53,Male,Tablet,Food,11,24,460,Morning,0
2600,23,Male,Tablet,Fashion,2,4,191,Night,0
2601,43,Female,Mobile,Electronics,11,9,336,Morning,1
2602,21,Female,Mobile,Electronics,18,1,212,Night,0
2603,56,Male,Desktop,Electronics,14,1,411,Morning,1
2604,56,Female,Tablet,Fashion,7,20,481,Afternoon,0
2605,52,Male,Desktop,Electronics,11,19,188,Night,0
2606,18,Female,Tablet,Food,19,3,27,Morning,0
2607,41,Male,Desktop,Food,5,10,472,Morning,0
2608,53,Female,Mobile,Travel,9,12,555,Morning,0
2609,23,Female,Desktop,Electronics,1,18,412,Afternoon,0
2610,58,Male,Desktop,Food,12,14,402,Night,0
2611,48,Male,Mobile,Travel,6,10,309,Morning,1
2612,37,Male,Tablet,Electronics,7,10,360,Afternoon,0
2613,41,Male,Tablet,Electronics,15,18,196,Afternoon,0
2614,42,Male,Mobile,Food,10,24,356,Afternoon,1
2615,53,Female,Desktop,Travel,3,1,418,Afternoon,1
2616,38,Male,Desktop,Travel,16,15,80,Afternoon,0
2617,47,Male,Desktop,Food,15,8,336,Afternoon,1
2618,41,Male,Tablet,Food,18,26,221,Afternoon,0
2619,59,Male,Desktop,Food,10,3,318,Night,1
2620,47,Male,Tablet,Electronics,6,18,117,Night,0
2621,39,Female,Desktop,Food,12,9,186,Afternoon,1
2622,45,Male,Mobile,Food,18,16,436,Morning,0
2623,24,Male,Mobile,Fashion,16,21,540,Morning,0
2624,52,Male,Tablet,Food,12,15,427,Morning,0
2625,45,Female,Tablet,Food,11,5,257,Afternoon,0
2626,31,Female,Mobile,Electronics,6,13,218,Morning,0
2627,27,Male,Mobile,Travel,0,22,225,Night,0
2628,33,Male,Desktop,Electronics,0,20,447,Night,0
2629,33,Female,Mobile,Fashion,19,7,320,Night,0
2630,48,Female,Tablet,Food,13,16,392,Night,0
2631,59,Female,Mobile,Food,14,7,280,Afternoon,0
2632,42,Male,Tablet,Food,10,27,130,Night,0
2633,30,Male,Tablet,Food,8,25,416,Morning,0
2634,23,Female,Desktop,Food,16,22,254,Morning,0
2635,26,Male,Desktop,Food,3,16,75,Night,0
2636,53,Female,Desktop,Fashion,19,13,237,Night,1
2637,37,Female,Desktop,Food,18,17,146,Night,0
2638,35,Female,Mobile,Food,6,9,203,Morning,0
2639,38,Male,Desktop,Food,0,12,498,Morning,0
2640,21,Female,Mobile,Fashion,8,13,593,Night,0
2641,50,Female,Desktop,Food,12,26,363,Morning,0
2642,44,Male,Desktop,Fashion,1,9,565,Morning,1
2643,24,Female,Tablet,Electronics,1,5,166,Afternoon,1
2644,23,Male,Mobile,Food,14,7,485,Night,0
2645,32,Female,Tablet,Travel,16,1,25,Night,0
2646,35,Male,Desktop,Fashion,12,4,87,Afternoon,0
2647,49,Female,Mobile,Electronics,6,28,61,Afternoon,0
2648,28,Female,Desktop,Fashion,8,26,523,Morning,1
2649,37,Female,Tablet,Fashion,11,4,513,Afternoon,1
2650,41,Female,Mobile,Electronics,2,16,70,Night,0
2651,32,Female,Tablet,Food,14,5,141,Night,0
2652,24,Male,Desktop,Food,6,22,391,Night,0
2653,38,Male,Desktop,Fashion,0,4,573,Morning,0
2654,59,Female,Desktop,Electronics,13,6,552,Morning,1
2655,43,Female,Mobile,Food,18,26,419,Night,0
2656,31,Female,Tablet,Fashion,15,23,164,Night,0
2657,54,Male,Tablet,Travel,9,3,60,Morning,1
2658,38,Male,Desktop,Electronics,0,25,104,Morning,0
2659,35,Female,Tablet,Travel,4,8,532,Afternoon,0
2660,22,Male,Mobile,Travel,2,17,533,Morning,0
2661,20,Female,Desktop,Fashion,16,29,364,Morning,0
2662,40,Female,Desktop,Electronics,17,18,54,Night,0
2663,43,Female,Desktop,Food,18,18,214,Night,0
2664,54,Male,Mobile,Food,17,26,440,Night,1
2665,41,Female,Desktop,Fashion,15,25,265,Afternoon,0
2666,36,Female,Desktop,Food,1,12,257,Morning,0
2667,42,Female,Desktop,Food,14,25,542,Afternoon,1
2668,38,Male,Desktop,Travel,12,25,50,Morning,0
2669,29,Male,Tablet,Travel,12,1,468,Morning,1
2670,58,Male,Desktop,Electronics,15,23,286,Night,0
2671,50,Female,Mobile,Travel,7,12,204,Morning,0
2672,21,Male,Desktop,Food,10,11,80,Afternoon,0
2673,59,Female,Desktop,Electronics,7,13,279,Night,0
2674,24,Male,Tablet,Electronics,9,3,344,Afternoon,1
2675,39,Female,Desktop,Fashion,0,27,594,Afternoon,0
2676,50,Male,Tablet,Travel,11,25,317,Night,0
2677,34,Female,Mobile,Electronics,8,8,436,Morning,0
2678,41,Male,Tablet,Food,4,3,208,Afternoon,0
2679,51,Male,Desktop,Electronics,8,17,85,Morning,1
2680,45,Male,Mobile,Electronics,15,25,534,Night,1
2681,58,Female,Desktop,Fashion,17,13,239,Morning,0
2682,56,Male,Tablet,Food,7,10,94,Morning,0
2683,39,Male,Mobile,Food,10,17,171,Night,0
2684,34,Male,Mobile,Travel,19,3,406,Morning,0
2685,51,Male,Tablet,Food,18,13,380,Afternoon,0
2686,23,Female,Tablet,Electronics,3,22,572,Afternoon,0
2687,23,Male,Mobile,Food,19,6,224,Afternoon,1
2688,51,Female,Mobile,Food,9,14,10,Morning,0
2689,18,Female,Tablet,Electronics,12,27,386,Afternoon,0
2690,27,Female,Desktop,Fashion,19,10,421,Morning,0
2691,38,Female,Mobile,Travel,13,20,209,Morning,1
2692,22,Male,Tablet,Travel,1,16,192,Morning,0
2693,19,Female,Desktop,Fashion,3,18,419,Morning,0
2694,39,Female,Mobile,Electronics,6,13,407,Night,0
2695,19,Female,Mobile,Travel,18,10,225,Afternoon,0
2696,27,Female,Tablet,Fashion,16,6,358,Afternoon,0
2697,51,Male,Desktop,Fashion,15,10,589,Morning,1
2698,33,Male,Mobile,Fashion,12,5,50,Night,1
2699,56,Female,Desktop,Travel,17,29,12,Morning,0
2700,39,Female,Desktop,Travel,11,6,103,Afternoon,1
2701,29,Female,Mobile,Travel,0,7,68,Afternoon,0
2702,41,Male,Desktop,Travel,14,11,416,Night,1
2703,57,Male,Mobile,Food,2,16,27,Morning,0
2704,55,Male,Desktop,Fashion,5,25,503,Night,0
2705,27,Male,Mobile,Food,13,12,517,Morning,0
2706,52,Male,Tablet,Fashion,5,12,595,Night,0
2707,49,Female,Mobile,Travel,0,23,341,Afternoon,0
2708,24,Male,Mobile,Travel,19,20,178,Night,0
2709,38,Male,Mobile,Food,5,26,215,Afternoon,0
2710,37,Female,Desktop,Electronics,7,5,530,Afternoon,0
2711,43,Male,Tablet,Travel,14,16,514,Morning,1
2712,21,Male,Desktop,Electronics,13,29,355,Night,0
2713,39,Male,Desktop,Fashion,15,6,313,Night,0
2714,32,Female,Mobile,Food,19,29,124,Night,0
2715,57,Male,Desktop,Electronics,15,9,96,Night,0
2716,38,Female,Mobile,Electronics,18,5,104,Morning,0
2717,32,Female,Tablet,Travel,0,21,437,Morning,1
2718,39,Male,Desktop,Electronics,3,23,459,Morning,0
2719,45,Male,Desktop,Electronics,9,16,550,Afternoon,1
2720,31,Male,Desktop,Fashion,19,18,11,Afternoon,1
2721,44,Male,Mobile,Food,17,19,87,Afternoon,0
2722,58,Female,Mobile,Travel,1,12,333,Morning,0
2723,57,Male,Desktop,Travel,3,2,107,Afternoon,0
2724,45,Female,Desktop,Electronics,14,26,119,Night,1
2725,43,Female,Tablet,Fashion,3,10,466,Afternoon,0
2726,19,Female,Tablet,Electronics,15,12,497,Morning,0
2727,42,Female,Tablet,Electronics,14,14,380,Morning,0
2728,20,Female,Tablet,Travel,17,18,346,Morning,1
2729,25,Male,Tablet,Electronics,6,19,31,Morning,0
2730,50,Female,Mobile,Electronics,14,6,314,Night,0
2731,59,Female,Tablet,Fashion,10,5,281,Afternoon,0
2732,52,Male,Tablet,Travel,18,27,499,Afternoon,1
2733,23,Male,Desktop,Food,7,16,455,Morning,0
2734,56,Female,Mobile,Fashion,0,14,287,Afternoon,1
2735,40,Female,Tablet,Fashion,2,13,386,Night,1
2736,42,Male,Tablet,Fashion,4,21,241,Morning,0
2737,36,Female,Tablet,Travel,17,2,435,Afternoon,0
2738,22,Male,Desktop,Electronics,11,2,64,Afternoon,0
2739,28,Male,Desktop,Food,11,12,450,Afternoon,1
2740,29,Female,Desktop,Travel,18,1,43,Afternoon,1
2741,27,Male,Tablet,Electronics,8,19,338,Morning,0
2742,25,Female,Desktop,Fashion,10,28,463,Morning,0
2743,41,Female,Tablet,Travel,16,28,397,Night,1
2744,45,Female,Mobile,Electronics,15,27,439,Morning,0
2745,58,Male,Tablet,Food,3,16,485,Afternoon,1
2746,53,Female,Desktop,Food,9,7,134,Afternoon,0
2747,54,Male,Mobile,Electronics,14,27,532,Afternoon,1
2748,38,Female,Tablet,Travel,18,21,491,Night,0
2749,25,Female,Mobile,Fashion,2,7,326,Morning,0
2750,26,Male,Mobile,Electronics,4,16,131,Morning,0
2751,32,Female,Mobile,Fashion,10,25,556,Morning,0
2752,57,Female,Tablet,Food,4,6,590,Afternoon,0
2753,35,Male,Desktop,Electronics,6,18,322,Afternoon,1
2754,59,Male,Tablet,Food,5,1,496,Afternoon,0
2755,37,Male,Desktop,Fashion,12,1,21,Night,0
2756,23,Female,Tablet,Fashion,1,26,134,Night,0
2757,29,Male,Tablet,Electronics,18,25,86,Afternoon,1
2758,19,Male,Tablet,Electronics,10,14,589,Night,0
2759,24,Female,Desktop,Electronics,19,6,245,Night,0
2760,33,Male,Tablet,Food,4,6,580,Night,0
2761,20,Female,Mobile,Fashion,8,4,263,Morning,0
2762,20,Female,Tablet,Fashion,5,12,415,Night,0
2763,44,Male,Mobile,Food,16,18,252,Afternoon,1
2764,57,Female,Desktop,Electronics,18,10,470,Morning,0
2765,55,Male,Desktop,Travel,7,3,286,Night,0
2766,50,Male,Tablet,Electronics,6,3,478,Afternoon,1
2767,45,Male,Tablet,Travel,4,8,229,Night,0
2768,18,Male,Tablet,Travel,14,22,234,Afternoon,1
2769,25,Female,Mobile,Food,9,23,110,Afternoon,1
2770,54,Female,Desktop,Fashion,15,25,516,Night,1
2771,49,Male,Mobile,Fashion,8,1,596,Night,0
2772,54,Male,Mobile,Fashion,6,18,340,Morning,0
2773,21,Female,Tablet,Fashion,10,15,246,Night,0
2774,47,Male,Tablet,Food,8,25,348,Afternoon,0
2775,23,Female,Mobile,Travel,16,21,515,Morning,0
2776,36,Male,Mobile,Fashion,8,20,174,Afternoon,1
2777,49,Female,Tablet,Travel,2,17,227,Afternoon,0
2778,26,Female,Tablet,Food,7,25,385,Night,0
2779,29,Female,Mobile,Electronics,18,11,21,Afternoon,0
2780,28,Male,Tablet,Food,19,13,441,Night,0
2781,33,Male,Tablet,Fashion,15,25,92,Afternoon,0
2782,18,Male,Mobile,Electronics,6,20,440,Morning,1
2783,38,Male,Mobile,Food,6,25,487,Night,0
2784,47,Male,Desktop,Food,19,10,378,Morning,1
2785,30,Female,Mobile,Travel,12,13,150,Night,0
2786,51,Female,Tablet,Food,2,17,465,Morning,1
2787,21,Female,Mobile,Electronics,11,21,511,Night,0
2788,45,Female,Mobile,Food,7,1,412,Morning,0
2789,55,Female,Mobile,Fashion,12,20,297,Morning,0
2790,48,Female,Desktop,Travel,19,16,364,Night,1
2791,44,Female,Desktop,Electronics,15,16,352,Night,1
2792,22,Male,Tablet,Electronics,6,28,158,Afternoon,0
2793,42,Female,Desktop,Food,3,21,219,Afternoon,0
2794,20,Male,Mobile,Fashion,11,27,121,Night,0
2795,50,Female,Desktop,Travel,16,3,545,Night,0
2796,21,Female,Mobile,Electronics,0,2,58,Morning,0
2797,42,Male,Desktop,Travel,16,6,340,Morning,0
2798,37,Female,Desktop,Food,1,11,374,Afternoon,0
2799,51,Male,Desktop,Fashion,5,29,20,Afternoon,0
2800,43,Female,Mobile,Food,11,3,197,Afternoon,1
2801,22,Male,Desktop,Travel,10,26,518,Morning,0
2802,52,Female,Mobile,Food,10,1,589,Morning,0
2803,45,Male,Mobile,Travel,17,11,454,Morning,1
2804,46,Male,Tablet,Electronics,7,13,99,Afternoon,0
2805,26,Female,Desktop,Electronics,6,5,457,Night,0
2806,55,Female,Tablet,Food,13,18,41,Afternoon,1
2807,23,Male,Tablet,Electronics,15,15,336,Morning,0
2808,36,Female,Mobile,Travel,11,18,83,Afternoon,0
2809,28,Male,Desktop,Electronics,8,15,260,Afternoon,0
2810,19,Female,Mobile,Fashion,19,20,459,Afternoon,0
2811,26,Male,Mobile,Fashion,15,20,364,Afternoon,0
2812,38,Female,Desktop,Food,18,20,542,Morning,0
2813,41,Male,Mobile,Food,15,7,305,Afternoon,0
2814,51,Female,Desktop,Food,8,17,307,Morning,0
2815,39,Male,Desktop,Food,12,29,337,Afternoon,1
2816,20,Male,Mobile,Travel,4,8,311,Morning,1
2817,29,Female,Mobile,Travel,18,28,521,Night,1
2818,45,Female,Tablet,Fashion,9,13,347,Morning,1
2819,47,Male,Mobile,Travel,6,26,594,Morning,0
2820,43,Male,Desktop,Electronics,8,16,383,Night,1
2821,38,Male,Tablet,Fashion,13,25,562,Night,0
2822,45,Male,Desktop,Food,14,10,103,Night,1
2823,43,Female,Tablet,Food,12,29,141,Night,0
2824,50,Male,Mobile,Travel,9,14,62,Night,1
2825,38,Male,Mobile,Fashion,13,6,505,Night,0
2826,52,Male,Mobile,Travel,11,20,238,Afternoon,0
2827,51,Female,Desktop,Travel,18,22,221,Afternoon,1
2828,58,Male,Tablet,Travel,5,26,513,Night,1
2829,35,Female,Desktop,Fashion,11,7,504,Morning,0
2830,28,Female,Tablet,Food,12,6,242,Morning,0
2831,40,Female,Mobile,Electronics,7,27,80,Night,0
2832,39,Female,Desktop,Food,15,17,198,Afternoon,0
2833,34,Female,Mobile,Fashion,1,21,17,Afternoon,0
2834,22,Female,Desktop,Food,6,24,341,Morning,1
2835,28,Female,Mobile,Food,11,8,25,Night,0
2836,47,Male,Desktop,Electronics,6,12,102,Afternoon,1
2837,32,Male,Desktop,Food,18,26,271,Night,0
2838,44,Female,Tablet,Food,13,25,558,Night,0
2839,52,Male,Mobile,Food,8,4,170,Morning,0
2840,50,Male,Tablet,Travel,17,10,360,Night,0
2841,37,Female,Tablet,Fashion,10,6,183,Night,0
2842,33,Male,Mobile,Fashion,15,7,326,Morning,1
2843,51,Female,Desktop,Electronics,18,21,27,Afternoon,0
2844,19,Male,Tablet,Travel,10,27,495,Night,0
2845,52,Female,Mobile,Travel,17,8,376,Morning,0
2846,57,Female,Desktop,Food,10,3,360,Afternoon,0
2847,45,Male,Tablet,Fashion,3,8,537,Night,0
2848,56,Male,Tablet,Electronics,17,15,444,Afternoon,1
2849,23,Female,Tablet,Travel,18,21,279,Morning,0
2850,26,Female,Desktop,Food,12,1,77,Night,0
2851,37,Female,Tablet,Electronics,3,13,39,Morning,0
2852,18,Male,Desktop,Travel,9,22,325,Morning,1
2853,25,Male,Tablet,Electronics,4,18,173,Night,1
2854,40,Male,Mobile,Travel,2,15,329,Morning,1
2855,20,Male,Tablet,Electronics,15,7,23,Afternoon,0
2856,21,Female,Mobile,Travel,7,15,288,Morning,1
2857,42,Female,Mobile,Travel,6,25,441,Night,1
2858,55,Female,Mobile,Electronics,18,3,272,Night,1
2859,32,Female,Desktop,Travel,13,26,531,Afternoon,0
2860,38,Male,Mobile,Travel,14,14,181,Night,1
2861,52,Female,Tablet,Travel,16,20,367,Morning,0
2862,31,Female,Desktop,Electronics,0,4,22,Morning,0
2863,53,Male,Mobile,Electronics,5,4,241,Night,0
2864,29,Male,Desktop,Travel,14,3,485,Afternoon,1
2865,34,Female,Desktop,Travel,11,5,480,Afternoon,1
2866,56,Male,Desktop,Electronics,19,25,169,Night,1
2867,26,Female,Tablet,Food,1,11,569,Morning,0
2868,52,Male,Mobile,Travel,4,8,270,Night,0
2869,30,Male,Desktop,Food,8,26,582,Night,0
2870,32,Female,Desktop,Electronics,19,2,368,Afternoon,0
2871,35,Male,Desktop,Travel,13,28,264,Morning,0
2872,50,Female,Mobile,Food,17,16,524,Afternoon,1
2873,23,Male,Desktop,Electronics,7,25,289,Afternoon,0
2874,44,Male,Desktop,Food,1,28,126,Morning,1
2875,40,Male,Tablet,Fashion,8,10,171,Morning,1
2876,44,Male,Mobile,Electronics,6,18,307,Morning,0
2877,51,Male,Tablet,Fashion,17,7,306,Night,1
2878,55,Female,Mobile,Electronics,15,5,367,Morning,0
2879,31,Male,Mobile,Electronics,4,29,527,Night,0
2880,53,Female,Mobile,Travel,14,7,387,Afternoon,0
2881,25,Male,Tablet,Fashion,4,21,435,Morning,1
2882,52,Female,Tablet,Fashion,10,28,546,Night,1
2883,36,Male,Tablet,Fashion,13,6,562,Night,0
2884,47,Female,Tablet,Electronics,18,24,178,Night,0
2885,31,Female,Desktop,Fashion,2,1,524,Night,0
2886,37,Male,Desktop,Fashion,9,29,373,Afternoon,0
2887,42,Male,Desktop,Travel,5,11,439,Morning,0
2888,57,Male,Mobile,Food,2,13,578,Morning,0
2889,41,Female,Desktop,Food,1,12,92,Morning,1
2890,31,Female,Mobile,Fashion,12,1,339,Morning,1
2891,43,Male,Tablet,Fashion,17,21,142,Morning,0
2892,55,Male,Mobile,Fashion,1,15,466,Morning,0
2893,40,Female,Mobile,Fashion,14,1,362,Night,1
2894,39,Female,Desktop,Food,4,3,353,Morning,0
2895,36,Male,Tablet,Travel,14,26,103,Night,0
2896,20,Female,Tablet,Electronics,16,15,391,Afternoon,0
2897,59,Male,Desktop,Fashion,1,9,304,Night,1
2898,36,Male,Tablet,Fashion,17,14,207,Afternoon,0
2899,26,Male,Tablet,Food,14,29,88,Morning,0
2900,45,Female,Tablet,Fashion,19,23,560,Afternoon,0
2901,37,Female,Desktop,Travel,2,28,223,Afternoon,0
2902,24,Female,Tablet,Travel,4,22,168,Night,0
2903,31,Female,Mobile,Fashion,10,24,566,Night,0
2904,26,Male,Mobile,Food,8,8,210,Afternoon,0
2905,36,Female,Tablet,Fashion,4,22,31,Afternoon,0
2906,31,Male,Desktop,Fashion,0,4,348,Morning,0
2907,55,Male,Desktop,Food,13,20,251,Night,1
2908,53,Male,Desktop,Travel,4,20,247,Afternoon,0
2909,57,Female,Tablet,Electronics,7,6,158,Night,1
2910,34,Male,Tablet,Fashion,13,1,588,Morning,0
2911,47,Male,Mobile,Travel,15,28,16,Morning,0
2912,26,Female,Desktop,Fashion,5,18,242,Afternoon,0
2913,50,Male,Mobile,Electronics,7,6,588,Morning,0
2914,42,Female,Mobile,Food,1,14,86,Afternoon,0
2915,31,Female,Desktop,Travel,18,11,498,Night,0
2916,28,Female,Tablet,Electronics,8,17,96,Night,0
2917,52,Male,Tablet,Fashion,4,9,231,Afternoon,0
2918,58,Female,Mobile,Electronics,4,28,422,Afternoon,1
2919,31,Female,Mobile,Travel,18,22,593,Afternoon,0
2920,47,Female,Mobile,Food,3,7,211,Night,0
2921,58,Female,Mobile,Fashion,15,14,580,Night,0
2922,21,Male,Desktop,Food,15,28,285,Morning,0
2923,21,Female,Mobile,Food,15,17,230,Morning,1
2924,45,Male,Mobile,Electronics,6,8,166,Night,0
2925,25,Female,Tablet,Electronics,17,28,190,Night,0
2926,19,Male,Tablet,Travel,0,16,138,Afternoon,1
2927,58,Female,Tablet,Travel,2,12,252,Night,0
2928,39,Male,Desktop,Food,7,12,181,Night,0
2929,58,Female,Desktop,Travel,0,28,512,Morning,1
2930,33,Male,Tablet,Food,6,28,489,Morning,0
2931,46,Male,Tablet,Fashion,6,5,279,Afternoon,0
2932,47,Male,Mobile,Food,7,5,430,Morning,0
2933,29,Female,Mobile,Travel,18,14,172,Afternoon,1
2934,52,Male,Desktop,Travel,16,6,33,Night,1
2935,28,Male,Desktop,Food,10,7,506,Night,0
2936,38,Male,Mobile,Electronics,14,23,202,Afternoon,0
2937,38,Male,Tablet,Food,8,21,399,Morning,0
2938,22,Female,Mobile,Food,16,17,506,Morning,0
2939,37,Male,Desktop,Electronics,10,27,138,Night,0
2940,54,Male,Desktop,Fashion,5,9,562,Morning,0
2941,20,Male,Mobile,Electronics,8,22,552,Afternoon,1
2942,50,Female,Mobile,Travel,17,13,45,Night,0
2943,26,Male,Mobile,Electronics,19,9,466,Morning,0
2944,26,Male,Desktop,Travel,1,27,370,Night,1
2945,21,Male,Tablet,Travel,3,16,224,Night,0
2946,52,Male,Mobile,Food,17,4,296,Morning,0
2947,34,Female,Desktop,Food,0,2,378,Afternoon,0
2948,51,Male,Desktop,Fashion,10,13,478,Morning,0
2949,41,Male,Desktop,Travel,2,13,195,Morning,0
2950,49,Female,Mobile,Food,7,19,483,Morning,0
2951,18,Female,Mobile,Travel,4,12,70,Morning,0
2952,25,Female,Tablet,Fashion,19,4,271,Morning,0
2953,40,Male,Desktop,Travel,4,10,120,Morning,1
2954,57,Female,Mobile,Fashion,10,16,150,Afternoon,0
2955,29,Male,Desktop,Fashion,11,28,544,Night,0
2956,29,Female,Desktop,Fashion,8,24,88,Afternoon,0
2957,32,Male,Tablet,Food,12,19,503,Morning,0
2958,58,Female,Mobile,Electronics,19,8,40,Afternoon,1
2959,36,Male,Mobile,Electronics,2,6,525,Night,1
2960,43,Female,Desktop,Food,12,4,518,Afternoon,0
2961,46,Male,Desktop,Travel,10,7,75,Morning,0
2962,39,Male,Tablet,Food,10,14,519,Night,0
2963,57,Male,Tablet,Travel,19,27,380,Morning,1
2964,38,Male,Tablet,Fashion,6,13,296,Morning,0
2965,55,Male,Tablet,Food,16,21,185,Night,0
2966,37,Male,Tablet,Electronics,15,5,132,Night,0
2967,46,Male,Tablet,Travel,13,9,240,Morning,0
2968,21,Male,Desktop,Food,0,29,564,Afternoon,0
